基金代码,基金名称,一级分类,二级分类,基金公司,基金规模(亿),风险等级,管理费(%),YTD(%),近1年(%),近3年(%),近5年(%),1年最大回撤(%),1年夏普比率,持有人数,总管理规模(亿),评级,3月评分,6月评分,1年评分,2年评分,3年评分,5年评分,7年评分,10年评分
019901,华宝政金债债券C,债券型,债券型-利率债,华宝基金,10.13,中低,0.30%（每年）,1.68,1.42,,,-1.17,-0.67,0,27.64亿(9只基金),blue,64.55,57.21,44.5,40.31,43.82,43.82,0.0,11.87
014377,东吴新能源汽车股票C,股票型,股票型,东吴基金,4.29,中高,1.20%（每年）,4.11,54.48,96.47,,-16.88,1.61,2,112.59亿(11只基金),orange,39.9,39.52,51.86,62.55,62.33,62.27,62.27,27.24
023561,富达创新驱动混合发起C,混合型,混合型-偏股,富达基金(中国),1.0,中高,1.20%（每年）,-13.76,11.47,,,-31.81,0.46,1,3.55亿(6只基金),orange,32.25,38.25,58.68,58.68,0.0,0.0,0.0,5.85
000351,国富恒丰一年持有期债券A,债券型,债券型-混合一级,国海富兰克林基金,1.73,中低,0.30%（每年）,1.31,2.84,12.94,10.02,-0.56,0.66,1,367.43亿(17只基金),blue,54.99,47.52,41.44,44.45,51.99,51.99,0.0,16.7
014380,建信中国制造2025股票C,股票型,股票型,建信基金,0.64,中高,1.20%（每年）,72.71,101.03,44.55,,-22.88,2.06,0,4.12亿(8只基金),green,73.63,55.3,51.07,47.57,45.36,42.26,42.26,22.58
018721,华夏中证港股通50ETF发起式联接A,股票型,股票型,华夏基金,0.39,中高,0.50%（每年）,-14.87,-7.24,,,-18.89,-0.46,0,787.95亿(35只基金),orange,29.61,31.51,46.69,62.61,58.44,58.44,0.0,17.06
009391,汇添富优质成长混合A,混合型,混合型-偏股,汇添富基金,16.45,中高,1.20%（每年）,27.78,56.53,52.17,-7.85,-15.58,1.79,15,175.30亿(14只基金),orange,33.16,31.91,49.65,52.38,48.1,48.17,50.53,50.53
009400,华安添瑞6个月混合A,混合型,混合型-偏债,华安基金,1.92,中,0.80%（每年）,2.54,8.79,20.35,24.56,-3.79,1.27,1,39.45亿(17只基金),green,70.45,55.39,46.55,48.51,53.62,49.71,48.12,48.12
009402,交银启明混合A,混合型,混合型-偏股,交银施罗德基金,13.0,中高,1.20%（每年）,91.31,155.28,147.62,137.86,-16,2.7,7,43.18亿(4只基金),green,84.3,81.32,78.43,66.66,56.75,57.08,57.97,57.97
016537,上银慧鑫利债券,债券型,债券型-长债,上银基金,49.24,中低,0.30%（每年）,-0.07,-7.51,6.38,,-7.93,-1.89,46,115.12亿(7只基金),orange,36.49,30.67,26.35,38.17,47.73,45.38,45.38,18.02
016596,民生加银月月乐30天持有短债A,债券型,债券型-中短债,民生加银基金,1.47,中低,0.25%（每年）,1.02,1.92,7.89,,-0.12,-0.41,0,218.40亿(24只基金),blue,56.56,59.37,43.95,41.5,48.66,47.4,47.4,18.72
016659,兴华安裕利率债C,债券型,债券型-利率债,兴华基金,16.94,中低,0.30%（每年）,3.42,-2.4,8.22,,-6.57,-1.31,1,33.11亿(4只基金),green,70.09,48.37,45.06,43.8,51.1,51.1,0.0,16.6
016716,建信渤泰债券C,债券型,债券型-混合二级,建信基金,11.95,中,0.50%（每年）,-1.51,-1.37,4.8,,-5.31,-0.63,3,74.07亿(13只基金),orange,39.41,38.14,31.75,39.81,44.4,44.4,0.0,14.77
016744,长城永利债券C,债券型,债券型-长债,长城基金,34.74,中低,0.30%（每年）,0.06,-0.36,6.42,,-1.12,-1.92,0,191.30亿(28只基金),blue,62.12,48.24,37.46,40.26,48.39,47.86,2.08,17.16
014041,民生加银金融优选混合C,混合型,混合型-偏股,民生加银基金,0.12,中高,1.20%（每年）,-16.01,-18.5,-14.46,,-21.74,-1.37,0,3.36亿(5只基金),orange,22.81,53.49,53.87,59.28,52.99,54.86,54.86,21.31
019902,国寿安保先进制造股票发起式A,股票型,股票型,国寿安保基金,0.15,中高,1.00%（每年）,52.36,134.76,,,-21.58,2.64,0,1.04亿(8只基金),orange,35.42,39.81,49.71,53.82,51.34,0.0,0.0,12.18
019904,东方红颐安稳健养老一年(FOF)Y,FOF,FOF-稳健型,东方红资产管理,1.99,中,0.30%（每年）,-0.14,-0.36,,,-1.31,-1.49,0,38.77亿(18只基金),blue,50.47,40.28,28.84,38.91,43.86,43.86,0.0,11.73
013764,中欧星耀优选3个月持有混合(FOF)C,FOF,FOF-进取型,中欧基金,0.89,中高,1.00%（每年）,5.94,32.75,19.12,,-9.91,1.71,0,16.07亿(7只基金),orange,31.8,33.85,43.52,46.34,42.63,43.71,43.71,21.11
005207,南方高端装备混合C,混合型,混合型-偏股,南方基金,9.69,中高,1.20%（每年）,64.24,187.94,133.59,75.57,-15.71,2.94,0,10.08亿(4只基金),orange,40.03,47.72,55.94,56.47,52.93,55.15,57.85,56.29
013769,博时稳益9个月持有混合A,混合型,混合型-偏债,博时基金,25.3,中,0.60%（每年）,4.3,10.8,25.11,,-1.99,1.96,8,493.82亿(26只基金),blue,51.08,44.66,50.68,50.5,54.03,50.77,50.77,25.32
013779,交银兴享一年持有期混合(FOF)C,FOF,FOF-稳健型,交银施罗德基金,1.33,中,0.80%（每年）,7.05,21.73,18.9,,-8.65,1.68,0,13.76亿(12只基金),orange,45.13,44.87,47.29,43.65,44.17,45.55,45.55,23.36
013783,兴银竞争优势混合A,混合型,混合型-偏股,兴银基金管理,0.16,中高,1.20%（每年）,-20.08,0.15,0.83,,-28.26,0.02,0,2.87亿(12只基金),blue,58.7,66.81,60.8,58.1,51.49,53.78,53.78,21.13
014472,景顺长城远见成长混合A,混合型,混合型-偏股,景顺长城基金,1.45,中高,1.20%（每年）,42.8,111.95,113.05,,-14.85,2.74,1,12.91亿(4只基金),orange,28.74,34.82,48.62,54.76,55.84,56.72,56.72,25.29
014498,诺安鸿鑫混合C,混合型,混合型-偏股,诺安基金,0.86,中高,1.20%（每年）,22.15,95.82,65.47,,-17.4,2.27,0,0.86亿(2只基金),blue,56.63,71.94,74.42,64.86,52.86,53.4,53.4,26.78
019906,信澳优享债券F,债券型,债券型-中短债,信达澳亚基金,42.17,中低,0.30%（每年）,1.14,1.45,,,-0.27,-1.21,10,70.71亿(20只基金),blue,61.89,47.37,29.96,35.77,37.86,37.86,0.0,10.37
019910,博时上证自然资源ETF联接C,指数型,指数型-股票,博时基金,6.23,中高,0.50%（每年）,2.77,48.03,,,-18.72,1.57,0,984.25亿(30只基金),green,90.99,87.06,78.31,63.3,66.75,66.75,0.0,17.32
019965,易方达养老2050五年持有混合(FOF)Y,FOF,FOF-均衡型,易方达基金,6.72,中高,0.30%（每年）,38.9,82.56,,,-10.35,2.93,1,19.64亿(10只基金),green,70.48,71.84,71.84,56.77,56.01,56.01,0.0,14.99
021961,景顺长城中证国新港股通央企红利ETF联接A,指数型,指数型-股票,景顺长城基金,7.45,中高,0.50%（每年）,-10.08,-8.04,,,-18.13,-0.65,4,172.87亿(18只基金),green,76.88,74.38,66.05,59.07,59.07,0.0,0.0,9.01
021965,泓德智选启鑫混合A,混合型,混合型-偏股,泓德基金,0.69,中高,1.20%（每年）,26.73,57.33,,,-9.52,2.42,0,20.30亿(19只基金),green,74.7,73.61,71.54,71.54,0.0,0.0,0.0,7.17
021967,西部利得均衡优选混合A,混合型,混合型-偏股,西部利得基金,16.07,中高,1.20%（每年）,35.27,93.99,,,-12.48,2.61,6,86.79亿(12只基金),blue,48.76,55.21,68.56,69.37,0.0,0.0,0.0,8.7
020033,国泰民安增利债券A,债券型,债券型-混合二级,国泰基金,4.91,中,0.70%（每年）,-4.6,0.43,7.74,7.07,-6.7,-0.45,1,27.77亿(13只基金),orange,41.34,44.22,47.72,45.69,45.81,47.03,43.46,43.39
020044,东方红中债0-3年政金债指数A,指数型,指数型-固收,东方红资产管理,24.09,中低,0.15%（每年）,-1.61,-1.22,,,-2.12,-1.44,23,59.93亿(6只基金),orange,31.61,37.09,32.49,36.26,38.26,0.0,0.0,9.23
020045,东方红中债0-3年政金债指数C,指数型,指数型-固收,东方红资产管理,24.09,中低,0.15%（每年）,-1.58,-1.2,,,-2.13,-1.43,0,59.93亿(6只基金),orange,31.95,36.91,31.95,35.95,37.93,0.0,0.0,9.15
020050,英大安华纯债债券A,债券型,债券型-长债,英大基金,43.12,中低,0.30%（每年）,1.67,-0.02,,,-2.23,-1.25,41,395.62亿(16只基金),green,67.43,56.27,35.77,37.37,39.86,0.0,0.0,9.63
020051,英大安华纯债债券C,债券型,债券型-长债,英大基金,43.12,中低,0.30%（每年）,1.52,-0.03,,,-2.04,-1.45,0,395.62亿(16只基金),blue,66.0,53.5,34.54,36.39,38.89,0.0,0.0,9.42
020055,永赢悦享债券A,债券型,债券型-混合二级,永赢基金,2.13,中,0.60%（每年）,-0.26,1.33,,,-1.85,-0.34,1,62.23亿(17只基金),blue,65.13,47.48,40.6,38.44,38.44,0.0,0.0,7.03
020060,鹏扬淳旭债券A,债券型,债券型-长债,鹏扬基金,47.63,中低,0.30%（每年）,1.68,0.84,,,-1.41,-0.96,45,99.85亿(19只基金),blue,64.34,47.73,41.52,41.88,44.76,0.0,0.0,10.62
020062,格林宏观回报混合A,混合型,混合型-偏股,格林基金,5.87,中高,1.20%（每年）,25.57,65.99,,,-15.95,1.87,3,10.17亿(6只基金),orange,32.28,38.47,58.89,62.38,62.38,0.0,0.0,11.11
020063,格林宏观回报混合C,混合型,混合型-偏股,格林基金,5.87,中高,1.20%（每年）,25.28,65.12,,,-16.02,1.85,1,10.17亿(6只基金),orange,32.09,38.17,58.65,62.15,62.15,0.0,0.0,11.07
020075,财通资管创新成长混合A,混合型,混合型-偏股,财通资管,6.17,中高,1.20%（每年）,32.29,68.02,,,-17.2,2.04,2,86.49亿(16只基金),blue,61.65,47.36,62.17,64.08,64.08,0.0,0.0,13.15
020086,鹏华智投数字经济混合A,混合型,混合型-偏股,鹏华基金,0.59,中高,1.20%（每年）,3.14,32.4,,,-14.52,1.36,0,284.68亿(39只基金),orange,47.2,50.77,64.08,69.72,69.72,0.0,0.0,12.34
020089,广发纯债债券E,债券型,债券型-长债,广发基金,221.66,中低,0.30%（每年）,0.65,-0.5,,,-1.94,-1.66,58,1060.30亿(40只基金),blue,50.73,43.25,30.6,31.88,36.51,36.51,0.0,10.07
020310,海富通中债0-2年政金债C,指数型,指数型-固收,海富通基金,5.33,中低,0.15%（每年）,0.61,0.71,,,-0.47,-2.59,1,294.74亿(6只基金),orange,34.65,33.67,33.43,30.98,30.98,0.0,0.0,6.67
014831,兴银中证1000指数增强A,指数型,指数型-股票,兴银基金管理,1.99,中高,0.80%（每年）,6.82,35.22,44.22,,-13.55,1.52,1,42.06亿(21只基金),blue,61.26,56.29,64.29,62.76,57.72,58.83,58.83,26.37
014832,兴银中证1000指数增强C,指数型,指数型-股票,兴银基金管理,1.99,中高,0.80%（每年）,6.73,34.94,43.33,,-13.56,1.51,1,42.06亿(21只基金),blue,61.02,56.01,64.07,62.6,57.55,58.67,58.67,26.32
014942,鹏华中证细分化工产业主题ETF联接A,指数型,指数型-股票,鹏华基金,17.73,中高,0.50%（每年）,2.83,47.64,23.63,,-18.25,1.61,4,380.11亿(32只基金),green,85.63,87.42,66.84,57.74,51.98,50.86,50.86,23.88
020090,万家研究领航混合A,混合型,混合型-偏股,万家基金,0.1,中高,1.20%（每年）,40.41,97.6,,,-12.53,2.25,0,1.48亿(4只基金),orange,30.52,37.28,45.9,45.77,45.77,0.0,0.0,8.28
020091,万家研究领航混合C,混合型,混合型-偏股,万家基金,0.1,中高,1.20%（每年）,40.08,96.53,,,-12.56,2.23,0,1.48亿(4只基金),orange,30.29,36.93,45.68,45.47,45.47,0.0,0.0,8.23
020092,天弘安恒60天滚动持有短债A,债券型,债券型-中短债,天弘基金,20.05,中低,0.20%（每年）,1.1,2.07,,,-0.09,0.22,1,149.61亿(24只基金),blue,61.88,61.48,45.45,41.9,45.51,45.51,0.0,12.17
020317,鹏华丰达债券C,债券型,债券型-长债,鹏华基金,22.57,中低,0.30%（每年）,1.58,2.66,,,-0.71,0.61,0,165.72亿(17只基金),blue,65.85,65.11,50.4,43.96,45.27,0.0,0.0,10.85
020093,泰康医疗健康ETF发起式联接A,指数型,指数型-股票,泰康基金,0.13,中高,0.50%（每年）,-15.35,-12.85,,,-27.91,-0.64,0,101.84亿(23只基金),orange,35.07,29.34,34.94,41.46,41.46,0.0,0.0,8.73
020319,鹏扬淳合债券D,债券型,债券型-长债,鹏扬基金,25.09,中低,0.30%（每年）,1.53,-1.06,,,-3.31,-1.05,0,298.82亿(12只基金),blue,64.76,52.9,33.34,37.46,40.71,0.0,0.0,9.77
020106,兴业成长动力混合C,混合型,混合型-灵活,兴业基金,4.56,中高,1.20%（每年）,4.76,41.04,,,-10.08,2.0,1,52.75亿(6只基金),orange,22.59,35.16,53.64,52.36,51.85,0.0,0.0,12.34
020107,兴业安保优选混合C,混合型,混合型-偏股,兴业基金,2.11,中高,1.20%（每年）,-14.43,8.36,,,-27.34,0.36,1,4.75亿(5只基金),blue,50.92,51.09,60.75,62.06,58.05,0.0,0.0,13.66
020108,富国信创ETF发起式联接A,指数型,指数型-股票,富国基金,0.3,中高,0.50%（每年）,47.34,96.01,,,-18.86,2.09,0,249.31亿(28只基金),orange,39.47,35.17,44.63,58.75,56.73,0.0,0.0,13.3
020328,华泰保兴尊益利率债6个月持有债券C,债券型,债券型-长债,华泰保兴基金,0.92,中低,0.30%（每年）,3.17,-5.08,,,-9.78,-1.25,0,115.54亿(12只基金),blue,55.68,44.12,45.04,48.96,48.96,0.0,0.0,10.15
020111,富国恒生港股通创新药及医疗保健ETF发起式联接C,指数型,指数型-股票,富国基金,7.5,中高,0.50%（每年）,-25.04,-20.55,,,-38.58,-0.46,4,778.62亿(18只基金),orange,45.92,36.09,59.41,60.73,56.55,0.0,0.0,13.41
020115,鹏扬中证国有企业红利ETF联接A,指数型,指数型-股票,鹏扬基金,0.13,中高,0.50%（每年）,-5.2,-2.24,,,-11.97,-0.31,0,245.58亿(20只基金),green,77.2,74.77,57.77,53.17,53.17,0.0,0.0,11.06
020137,平安医疗健康混合C,混合型,混合型-偏股,平安基金,35.8,中高,1.20%（每年）,-18.41,-24.01,,,-41.91,-0.52,8,57.94亿(10只基金),blue,58.06,42.38,58.46,58.33,56.87,0.0,0.0,13.42
020140,国寿安保品质消费股票发起式A,股票型,股票型,国寿安保基金,0.09,中高,1.00%（每年）,-10.46,-20.16,,,-27.94,-1.17,0,0.09亿(2只基金),orange,32.11,29.41,33.97,38.6,41.44,0.0,0.0,9.98
020141,国寿安保品质消费股票发起式C,股票型,股票型,国寿安保基金,0.09,中高,1.00%（每年）,-10.68,-20.57,,,-28.22,-1.2,0,0.09亿(2只基金),orange,31.91,29.29,33.18,38.07,41.0,0.0,0.0,9.88
020142,路博迈中国医疗健康股票发起A,股票型,股票型,路博迈基金(中国),0.19,中高,1.20%（每年）,-24.9,-26.52,,,-41.79,-0.76,0,0.19亿(2只基金),blue,50.78,38.2,56.61,52.72,49.15,0.0,0.0,11.86
020149,易方达安泽180天持有期债券A,债券型,债券型-混合一级,易方达基金,5.45,中低,0.20%（每年）,-0.97,-2.22,,,-3.28,-1.4,5,989.08亿(11只基金),blue,62.62,45.51,38.45,39.76,39.76,0.0,0.0,8.39
020151,中信保诚景气优选混合A,混合型,混合型-偏股,中信保诚基金,10.41,中高,1.20%（每年）,-8.72,8.56,,,-21.6,0.42,1,66.64亿(14只基金),green,88.04,87.48,76.29,75.77,75.77,0.0,0.0,15.43
020152,中信保诚景气优选混合C,混合型,混合型-偏股,中信保诚基金,10.41,中高,1.20%（每年）,-8.98,7.9,,,-21.65,0.39,4,66.64亿(14只基金),green,87.9,87.37,76.18,75.49,75.49,0.0,0.0,15.38
005211,银河智慧混合A,混合型,混合型-灵活,银河基金,0.61,中高,1.20%（每年）,39.74,87.9,52.22,40.08,-15.76,2.23,0,24.11亿(11只基金),orange,42.86,37.89,45.32,49.37,46.1,52.01,57.36,56.08
020157,交银中证红利低波动100指数C,指数型,指数型-股票,交银施罗德基金,2.55,中高,0.50%（每年）,-10.19,-6.96,,,-14.41,-0.88,1,116.53亿(28只基金),blue,66.28,58.15,49.74,48.82,48.82,0.0,0.0,10.2
020161,中信保诚沪深300指数增强C,指数型,指数型-股票,中信保诚基金,2.3,中高,0.80%（每年）,5.44,24.54,,,-6.79,1.4,1,22.95亿(11只基金),orange,27.69,41.04,46.07,49.31,49.31,0.0,0.0,10.27
020162,华安睿信优选混合A,混合型,混合型-偏股,华安基金,0.91,中高,1.20%（每年）,0.03,17.83,,,-19.43,0.8,0,31.43亿(12只基金),orange,45.77,41.85,49.33,52.16,55.41,0.0,0.0,12.95
460010,华泰柏瑞亚洲领导企业混合,QDII,QDII-混合偏股,华泰柏瑞基金,0.83,,1.2%,,,,,-32.58,-0.51,,,blue,52.38,39.06,52.03,64.77,57.72,52.62,55.05,55.54
001003,华夏债券C,债券型,债券型-混合一级,华夏基金,15.97,中,0.60%（每年）,1.92,2.72,9.8,12.44,-2.08,0.33,3,375.12亿(32只基金),blue,54.85,47.98,40.36,42.77,47.1,45.57,44.74,41.93
023700,招商中债1-5年进出口行D,指数型,指数型-固收,招商基金,26.1,中低,0.15%（每年）,0.07,-0.37,,,-0.91,-1.8,15,427.15亿(14只基金),orange,44.49,40.12,28.36,28.36,0.0,0.0,0.0,2.82
470888,汇添富香港优势精选混合(QDII)A,QDII,QDII-混合偏股,汇添富基金,3.84,,1.2%,,,,,-36.53,-0.08,,,green,81.61,54.73,71.73,66.7,65.58,57.4,56.01,55.43
486002,工银全球精选股票(QDII),QDII,QDII-普通股票,工银瑞信基金,12.27,,1.2%,,,,,-9.38,0.6,,,orange,25.85,47.11,52.02,53.57,60.66,58.73,58.7,60.38
005215,南方全天候策略(FOF)A,FOF,FOF-稳健型,南方基金,7.8,中,1.00%（每年）,8.33,19.68,25.22,21.76,-4.28,2.45,4,11.79亿(8只基金),green,73.89,71.2,55.16,52.41,50.94,47.76,48.73,48.73
006725,国泰丰盈纯债债券A,债券型,债券型-长债,国泰基金,2.49,中低,0.30%（每年）,1.68,-0.31,-2.57,-2.46,-2.8,-1.51,2,26.85亿(17只基金),blue,65.91,61.74,48.66,40.75,48.29,47.73,43.87,42.69
006729,万家中证500指数增强A,指数型,指数型-股票,万家基金,10.22,中高,1.00%（每年）,18.5,59.77,36.68,20.28,-12.06,2.3,4,81.14亿(24只基金),blue,52.04,64.8,69.59,61.32,53.97,55.93,56.1,56.1
006731,方正富邦富利纯债A,债券型,债券型-长债,方正富邦基金,19.91,中低,0.30%（每年）,1.58,0.43,2.06,5.4,-1.9,-1.01,18,388.62亿(6只基金),green,68.91,57.52,45.4,41.39,48.98,45.19,42.5,41.63
501226,长城全球新能源车股票发起式(QDII)A,QDII,QDII-普通股票,长城基金,5.78,,1.2%,,,,,-13.29,2.29,,,blue,50.66,55.23,66.04,61.07,63.68,63.68,,
006732,方正富邦富利纯债C,债券型,债券型-长债,方正富邦基金,19.91,中低,0.30%（每年）,1.44,0.14,2.01,4.76,-1.97,-1.2,0,388.62亿(6只基金),green,67.5,55.91,44.12,40.51,48.65,44.12,41.42,40.47
014468,平安元和90天滚动持有短债A,债券型,债券型-混合一级,平安基金,18.43,中低,0.20%（每年）,0.98,1.8,7.18,,-0.09,-1.05,14,69.95亿(16只基金),blue,55.17,51.08,38.55,38.81,45.95,48.04,48.04,20.32
020165,中信保诚中债0-2年政金债指数A,指数型,指数型-固收,中信保诚基金,13.18,中低,0.15%（每年）,1.1,1.64,,,-0.32,-1.13,13,159.16亿(23只基金),blue,60.78,51.77,38.8,36.66,38.27,0.0,0.0,9.32
020168,广发信远回报混合A,混合型,混合型-偏股,广发基金,1.14,中高,1.20%（每年）,-6.93,5.91,,,-13.49,0.38,1,33.15亿(8只基金),green,72.41,49.11,47.17,48.84,48.84,0.0,0.0,10.22
020175,国泰海通稳债增利债券发起A,债券型,债券型-混合二级,国泰海通资管,1.87,中,0.60%（每年）,2.52,4.41,,,-1,1.2,1,69.75亿(15只基金),blue,51.36,44.59,43.19,40.35,40.35,0.0,0.0,8.57
020180,金信深圳成长混合C,混合型,混合型-灵活,金信基金,10.16,中高,1.20%（每年）,28.22,74.57,,,-13.91,2.6,2,14.16亿(7只基金),blue,57.08,48.39,63.02,62.43,59.02,0.0,0.0,13.96
020181,长城智盈添益债券发起式A,债券型,债券型-混合二级,长城基金,3.2,中,0.60%（每年）,0.31,-0.2,,,-3.37,-0.55,2,78.10亿(16只基金),orange,41.49,38.36,38.07,43.19,43.19,0.0,0.0,9.03
020182,长城智盈添益债券发起式C,债券型,债券型-混合二级,长城基金,3.2,中,0.60%（每年）,0.17,-0.52,,,-3.53,-0.63,1,78.10亿(16只基金),orange,40.76,37.59,37.38,42.59,42.59,0.0,0.0,8.91
020183,博时中证传媒指数发起式A,指数型,指数型-股票,博时基金,1.38,中高,0.50%（每年）,-24.47,-8.86,,,-37.15,-0.22,0,111.25亿(28只基金),orange,38.14,37.3,54.52,57.93,57.93,0.0,0.0,11.98
020188,建信优享进取养老目标五年持有期混合发起(FOF)Y,FOF,FOF-进取型,建信基金,9.07,中高,0.50%（每年）,9.07,34.06,,,-14.45,1.61,7,21.34亿(5只基金),blue,56.02,44.69,53.38,55.78,56.71,0.0,0.0,13.25
020189,建信添福悠享稳健养老目标一年持有债券(FOF)Y,FOF,FOF-稳健型,建信基金,1.09,中,0.15%（每年）,0.33,3.11,,,-2,0.64,1,18.27亿(6只基金),orange,43.56,52.14,45.9,44.84,44.51,0.0,0.0,10.7
020192,南方晖元6个月持有期债券E,债券型,债券型-混合二级,南方基金,52.7,中,0.40%（每年）,3.01,6.9,,,-0.69,2.77,0,191.83亿(18只基金),blue,61.72,58.31,48.58,47.44,47.44,0.0,0.0,9.9
020193,天弘金融优选混合发起A,混合型,混合型-偏股,天弘基金,1.74,中高,1.20%（每年）,-15.24,-6.91,,,-18.09,-0.44,0,1.74亿(2只基金),orange,24.09,53.27,54.35,61.24,61.24,0.0,0.0,10.87
501300,海富通全球收益债券人民币,QDII,QDII-纯债,海富通基金,21.8,,0.6%,,,,,-4.56,-1.39,,,orange,31.04,32.64,27.5,36.87,41.09,42.67,41.53,41.63
501312,华宝海外科技股票(QDII-LOF)A,QDII,QDII-普通股票,华宝基金,7.99,,1.0%,,,,,-17.62,1.16,,,orange,30.53,32.62,54.15,53.89,60.37,60.37,,
014637,国联安中短债债券C,债券型,债券型-中短债,国联安基金,10.74,中低,0.30%（每年）,1.3,1.96,1.94,,-0.2,-0.2,1,95.46亿(11只基金),blue,61.23,54.98,40.88,35.85,43.63,42.21,42.21,20.36
014638,银华安鑫短债债券D,债券型,债券型-中短债,银华基金,7.78,中低,0.30%（每年）,-1.14,-0.39,1.43,,-2.03,-1.18,5,383.04亿(16只基金),orange,30.38,31.81,28.99,32.07,40.53,41.71,41.71,21.51
014656,国联益海30天滚动持有短债C,债券型,债券型-中短债,国联基金,3.65,中低,0.20%（每年）,0.98,1.59,7.98,,-0.05,-2.69,2,104.07亿(17只基金),blue,55.35,43.89,34.27,36.33,45.73,44.56,44.56,20.81
023615,银华远景债券D,债券型,债券型-混合二级,银华基金,20.88,中,0.50%（每年）,1.32,8.2,,,-2.7,1.5,11,34.94亿(11只基金),orange,45.88,47.42,46.86,46.86,0.0,0.0,0.0,4.67
001199,创金合信聚利债券A,债券型,债券型-混合二级,创金合信基金,2.65,中低,0.30%（每年）,1.95,2.88,7.18,0.91,-0.8,0.62,2,3.50亿(9只基金),blue,60.26,58.88,45.24,41.47,48.01,44.42,42.32,42.75
020196,汇添富中证红利ETF发起式联接C,指数型,指数型-股票,汇添富基金,0.77,中高,0.50%（每年）,-6.51,-5.81,,,-13.12,-0.61,0,121.24亿(28只基金),green,76.71,59.83,47.33,48.03,50.97,0.0,0.0,11.96
020202,贝莱德安睿30天持有债券A,债券型,债券型-长债,贝莱德基金管理,2.09,中低,0.22%（每年）,1.21,2.36,,,-0.11,1.19,1,75.39亿(17只基金),blue,62.64,64.3,47.46,42.87,43.53,0.0,0.0,10.45
014688,招商招景纯债D,债券型,债券型-长债,招商基金,20.95,中低,0.30%（每年）,-0.93,-3.79,0.5,,-4.01,-1.45,0,260.69亿(20只基金),blue,59.09,48.83,38.56,36.99,43.69,45.0,45.0,22.69
005216,南方全天候策略(FOF)C,FOF,FOF-稳健型,南方基金,7.8,中,1.00%（每年）,8.03,18.94,22.92,18.06,-4.31,2.35,1,11.79亿(8只基金),green,73.48,70.25,53.99,51.07,49.58,46.27,47.32,47.3
020204,路博迈中国精选利率债A,债券型,债券型-长债,路博迈基金(中国),9.17,中低,0.30%（每年）,-0.09,-4.88,,,-5.2,-1.59,9,85.50亿(15只基金),blue,59.24,42.05,30.37,39.47,42.34,0.0,0.0,10.04
020209,明亚稳利3个月持有期债券A,债券型,债券型-混合二级,明亚基金,0.87,中,0.60%（每年）,2.46,1.73,,,-4.53,-0.05,1,4.87亿(8只基金),blue,58.82,68.72,42.5,43.94,45.91,0.0,0.0,10.89
020210,明亚稳利3个月持有期债券C,债券型,债券型-混合二级,明亚基金,0.87,中,0.60%（每年）,2.27,1.33,,,-4.61,-0.16,0,4.87亿(8只基金),blue,56.03,67.29,41.7,42.28,44.35,0.0,0.0,10.56
020212,兴华安启纯债C,债券型,债券型-长债,兴华基金,16.17,中低,0.30%（每年）,1.85,-1.48,,,-4.05,-1.56,0,40.47亿(14只基金),blue,66.44,51.92,45.38,42.31,42.31,0.0,0.0,7.71
020214,银华晶鑫债券C,债券型,债券型-长债,银华基金,1.85,中低,0.30%（每年）,1.82,1.62,,,-1.13,-0.52,1,289.75亿(16只基金),green,68.37,61.72,46.74,45.7,45.7,0.0,0.0,9.56
020215,国联中债1-5年国开行B,指数型,指数型-固收,国联基金,50.08,中低,0.15%（每年）,1.82,2.2,,,-0.64,0.14,4,58.97亿(7只基金),green,67.82,64.89,39.16,40.1,39.13,0.0,0.0,9.53
020218,万家锦利债券发起式A,债券型,债券型-混合二级,万家基金,59.74,中,0.60%（每年）,8.81,18.01,,,-2.58,2.87,35,61.98亿(9只基金),blue,63.78,56.64,49.52,44.6,44.6,0.0,0.0,9.44
020219,万家锦利债券发起式C,债券型,债券型-混合二级,万家基金,59.74,中,0.60%（每年）,8.6,17.53,,,-2.61,2.8,17,61.98亿(9只基金),blue,61.55,54.7,48.05,43.35,43.35,0.0,0.0,9.2
020220,国联安沪深300指数增强A,指数型,指数型-股票,国联安基金,3.79,中高,0.80%（每年）,9.56,37.96,,,-6.46,2.04,2,331.99亿(23只基金),orange,37.39,49.41,57.71,55.84,55.84,0.0,0.0,11.56
020221,国联安沪深300指数增强C,指数型,指数型-股票,国联安基金,3.79,中高,0.80%（每年）,9.46,37.68,,,-6.48,2.03,1,331.99亿(23只基金),orange,37.21,48.87,57.3,55.53,55.53,0.0,0.0,11.5
020223,创金合信利元纯债债券C,债券型,债券型-长债,创金合信基金,2.03,中低,0.30%（每年）,1.55,1.84,,,-0.92,-0.32,0,220.88亿(10只基金),blue,67.15,66.61,49.67,43.67,44.79,0.0,0.0,10.74
020225,创金合信均益量化选股混合C,混合型,混合型-偏股,创金合信基金,0.64,中高,1.20%（每年）,-2.11,11.54,,,-10.67,0.69,0,70.09亿(23只基金),blue,52.53,39.37,48.6,51.61,51.61,0.0,0.0,9.23
020227,国泰中证全指集成电路ETF发起联接C,指数型,指数型-股票,国泰基金,0.99,中高,0.50%（每年）,63.19,139.6,,,-20.67,2.43,0,41.16亿(27只基金),orange,36.19,35.72,48.19,63.65,59.63,0.0,0.0,13.93
