基金代码,基金名称,一级分类,二级分类,基金公司,基金规模(亿),风险等级,管理费(%),YTD(%),近1年(%),近3年(%),近5年(%),1年最大回撤(%),1年夏普比率,持有人数,总管理规模(亿),评级,3月评分,6月评分,1年评分,2年评分,3年评分,5年评分,7年评分,10年评分
000659,银华活钱宝货币C,货币型,货币型-普通货币,银华基金,0,低,0.15%（每年）,,0,,,,,,,,,,,,,,,
014113,上银未来生活灵活配置混合C,混合型,混合型-灵活,上银基金,0.36,中高,1.20%（每年）,-13.01,15.4,38.44,,-29.11,0.64,0,9.53亿(12只基金),orange,26.32,31.71,56.14,58.63,57.07,56.39,56.39,27.46
014120,金鹰时代先锋混合C,混合型,混合型-偏股,金鹰基金,0.95,中高,1.20%（每年）,34,70.67,34.64,,-16.95,2.1,0,145.81亿(19只基金),blue,56.05,69.54,55.5,53.39,50.97,49.25,49.25,23.17
017136,长盛中证同业存单AAA指数7天持有期,指数型,指数型-固收,长盛基金,27.49,中低,0.20%（每年）,0.47,1.02,4.37,,-0.03,-9.63,26,176.97亿(8只基金),orange,31.07,30.34,22.32,23.4,32.91,33.55,2.07,12.91
017142,华宝远见回报混合A,混合型,混合型-偏股,华宝基金,1.37,中高,1.20%（每年）,-19.33,23.57,1.12,,-22.09,0.99,1,21.80亿(5只基金),orange,23.97,34.69,46.11,52.02,52.83,52.83,0.0,15.68
017143,华宝远见回报混合C,混合型,混合型-偏股,华宝基金,1.37,中高,1.20%（每年）,-19.56,22.82,-0.81,,-22.3,0.96,0,21.80亿(5只基金),orange,23.95,34.23,45.81,51.74,52.55,52.55,0.0,15.61
017146,永赢恒欣稳健养老目标三年持有混合(FOF)A,FOF,FOF-稳健型,永赢基金,5.35,中,1.00%（每年）,4.87,14,20.77,,-4.08,1.82,5,18.95亿(10只基金),green,68.74,54.22,48.6,48.04,48.11,48.11,0.0,16.03
017151,华夏泰兴混合C,混合型,混合型-偏债,华夏基金,1.36,中,0.80%（每年）,0.61,2.79,8.1,,-1.2,0.42,0,18.18亿(13只基金),orange,39.39,43.9,33.33,37.38,44.48,43.21,43.21,17.47
017152,汇添富鑫悦纯债A,债券型,债券型-长债,汇添富基金,20.65,中低,0.30%（每年）,1.03,1.81,2.26,,-0.37,-0.6,20,87.94亿(11只基金),orange,41.35,43.23,29.11,29.39,38.95,37.54,1.56,14.19
017317,中欧预见养老2050五年持有(FOF)Y,FOF,FOF-进取型,中欧基金,8.39,中高,0.45%（每年）,-6.71,10.51,5.19,,-10.9,0.77,4,43.33亿(16只基金),orange,24.42,29.11,38.74,46.29,43.41,43.86,2.28,16.41
017283,民生加银康宁稳健养老目标一年持有混合(FOF)Y,FOF,FOF-稳健型,民生加银基金,5.59,中,0.30%（每年）,1.71,7,14.89,,-2.69,1.29,0,37.38亿(8只基金),blue,63.64,62.31,56.13,52.62,50.29,48.59,48.59,19.61
017288,中欧瑾和灵活配置混合E,混合型,混合型-灵活,中欧基金,10.9,中高,1.20%（每年）,42.55,129.58,111.19,,-19.83,2.25,0,45.87亿(11只基金),blue,50.29,40.72,60.86,62.82,58.93,56.23,56.23,22.02
017294,富国鑫年混合(FOF)Y,FOF,FOF-稳健型,富国基金,9.06,中,0.20%（每年）,1.45,4.89,12.64,,-1.14,1.65,1,249.68亿(21只基金),blue,55.36,47.7,45.55,45.82,47.57,47.01,47.01,18.86
017296,嘉实养老2040混合(FOF)Y,FOF,FOF-均衡型,嘉实基金,3.58,中高,0.40%（每年）,11.59,31.31,33.04,,-8.92,1.89,1,10.31亿(7只基金),orange,44.78,46.28,54.34,54.53,49.15,47.72,47.72,19.44
017297,易方达汇诚养老2033三年持有混合发起(FOF)Y,FOF,FOF-稳健型,易方达基金,5.19,中,0.45%（每年）,5.72,19.22,22.35,,-4.92,2.01,2,22.20亿(13只基金),blue,52.8,46.12,47.28,47.17,46.49,47.55,2.56,17.41
017298,汇添富添添鑫多元收益9个月持有混合A,混合型,混合型-偏债,汇添富基金,0.61,中,0.50%（每年）,12.96,17.11,,,-4.19,1.77,0,441.36亿(16只基金),orange,45.9,34.83,32.48,42.92,44.5,44.5,0.0,13.41
016879,招商中证上海环交所碳中和ETF发起式联接A,指数型,指数型-股票,招商基金,0.2,中高,0.50%（每年）,-5.85,31.65,,,-11.65,1.31,0,532.96亿(23只基金),orange,47.05,51.58,52.86,52.38,55.33,0.0,0.0,12.96
017388,上银恒泰稳健养老一年持有混合发起式(FOF)Y,FOF,FOF-稳健型,上银基金,0.31,中,0.25%（每年）,10.85,12.8,14.78,,-3.37,1.68,0,0.47亿(4只基金),blue,55.71,51.94,42.9,39.37,42.47,43.05,2.3,16.0
017391,泰康福安养老一年持有混合(FOF)Y,FOF,FOF-稳健型,泰康基金,5.98,中,0.30%（每年）,3.51,10.28,13.8,,-2.93,1.75,0,5.98亿(2只基金),orange,41.33,40.45,43.23,44.46,44.89,43.57,43.57,17.85
016903,鑫元欣悦混合C,混合型,混合型-偏股,鑫元基金,0.45,中高,1.20%（每年）,-6.35,20.38,11.06,,-20.54,0.8,0,28.87亿(16只基金),orange,25.23,45.49,57.5,58.34,52.16,52.16,0.0,17.36
000003,中海可转债债券A,债券型,债券型-混合二级,中海基金,1.2,中高,0.75%（每年）,0.1,14.82,25.82,20.14,-14.13,0.77,1,7.19亿(11只基金),orange,46.86,41.41,54.42,56.65,51.95,52.06,50.77,47.1
017295,长城恒康稳健养老一年持有混合发起式(FOF)Y,FOF,FOF-稳健型,长城基金,1.15,中,0.30%（每年）,1.53,6.79,13.3,,-1.9,1.32,0,1.26亿(4只基金),orange,47.01,42.38,46.88,47.19,47.55,47.26,47.26,18.96
017382,国富平衡养老三年混合(FOF)Y,FOF,FOF-均衡型,国海富兰克林基金,2.31,中高,0.30%（每年）,6,15.31,24.09,,-6.88,1.37,0,2.79亿(5只基金),orange,34.7,34.22,47.98,48.21,46.15,47.1,2.52,17.33
017395,招商和悦均衡养老三年持有混合(FOF)Y,FOF,FOF-均衡型,招商基金,2.18,中高,0.30%（每年）,8.86,25.63,30.53,,-6.98,1.95,1,53.02亿(9只基金),blue,50.81,50.69,52.39,49.88,47.66,46.86,46.86,19.03
013344,平安盈欣稳健1年持有混合(FOF)C,FOF,FOF-稳健型,平安基金,0.62,中,0.60%（每年）,1.66,4.54,5.6,,-1.98,0.92,0,3.11亿(6只基金),orange,46.12,49.29,40.14,41.17,42.31,42.58,42.58,22.23
013348,创金合信大健康混合A,混合型,混合型-偏股,创金合信基金,0.95,中高,1.20%（每年）,-24.73,-23.35,-36.3,,-41.79,-0.64,1,6.90亿(8只基金),orange,32.05,29.06,46.11,47.9,46.61,47.06,47.06,22.29
013356,大摩沪港深精选混合A,混合型,混合型-偏股,摩根士丹利基金,1.47,中高,1.20%（每年）,-17.67,-20.62,-18.27,,-39.57,-0.42,1,21.87亿(8只基金),orange,39.12,32.83,54.73,55.33,52.76,53.95,53.95,26.36
000324,华润元大现金收益货币A,货币型,货币型-普通货币,华润元大基金,0.12,低,0.33%（每年）,0.7,0.72,,,,,,,,,,,,,,,
000325,华润元大现金收益货币B,货币型,货币型-普通货币,华润元大基金,0,低,0.33%（每年）,0.7,0.72,,,,,,,,,,,,,,,
000434,新华壹诺宝货币A,货币型,货币型-普通货币,新华基金,14.21,低,0.15%（每年）,1,1.27,,,,,,,,,,,,,,,
000424,长盛添利宝货币A,货币型,货币型-普通货币,长盛基金,276.29,低,0.33%（每年）,0.88,0.74,,,,,,,,,,,,,,,
000475,广发天天利货币A,货币型,货币型-普通货币,广发基金,2.29,低,0.33%（每年）,0.97,0.87,,,,,,,,,,,,,,,
000425,长盛添利宝货币B,货币型,货币型-普通货币,长盛基金,0,低,0.33%（每年）,,0,,,,,,,,,,,,,,,
000505,国寿安保货币A,货币型,货币型-普通货币,国寿安保基金,685.97,低,0.33%（每年）,0.99,0.88,,,,,,,,,,,,,,,
000559,诺安天天宝A,货币型,货币型-普通货币,诺安基金,998.35,低,0.30%（每年）,0.96,0.86,,,,,,,,,,,,,,,
000618,嘉实薪金宝货币A,货币型,货币型-普通货币,嘉实基金,117.1,低,0.33%（每年）,0.99,0.9,,,,,,,,,,,,,,,
000658,银华活钱宝货币B,货币型,货币型-普通货币,银华基金,0,低,0.15%（每年）,,0,,,,,,,,,,,,,,,
000660,银华活钱宝货币D,货币型,货币型-普通货币,银华基金,0,低,0.15%（每年）,,0,,,,,,,,,,,,,,,
000661,银华活钱宝货币E,货币型,货币型-普通货币,银华基金,0,低,0.15%（每年）,,0,,,,,,,,,,,,,,,
013359,上银高质量优选9个月持有混合C,混合型,混合型-偏股,上银基金,0.64,中高,1.20%（每年）,-1.3,18.16,15.44,,-7.77,1.16,0,9.53亿(12只基金),orange,28.8,41.92,51.02,51.64,47.77,46.27,46.27,23.96
013366,汇添富产业升级混合C,混合型,混合型-偏股,汇添富基金,4.99,中高,1.20%（每年）,44.63,88.62,107.45,,-13.35,2.42,2,11.05亿(4只基金),orange,41.57,34.95,59.96,62.12,54.86,51.85,51.85,26.1
013367,汇添富多元价值发现混合A,混合型,混合型-偏股,汇添富基金,0.34,中高,1.20%（每年）,-11.05,7.07,10.61,,-15.58,0.41,0,12.24亿(7只基金),orange,41.56,42.34,55.02,54.81,50.27,48.71,48.71,21.36
013370,汇添富自主核心科技一年持有混合C,混合型,混合型-偏股,汇添富基金,4.12,中高,1.20%（每年）,88,287,283.72,,-17.01,3.22,1,169.95亿(13只基金),blue,49.14,71.19,78.07,71.37,65.11,64.14,64.14,28.33
013381,中欧甄选3个月持有混合(FOF)A,FOF,FOF-进取型,中欧基金,5.79,中高,1.00%（每年）,-9.99,12.09,7.52,,-12.51,0.79,5,43.33亿(16只基金),orange,25.18,28.18,39.76,47.82,44.35,46.98,46.98,25.62
013382,中欧甄选3个月持有混合(FOF)C,FOF,FOF-进取型,中欧基金,5.79,中高,1.00%（每年）,-10.33,11.16,4.89,,-12.78,0.73,1,43.33亿(16只基金),orange,24.9,27.71,39.27,47.34,43.82,46.23,46.23,25.37
013387,长城价值领航混合A,混合型,混合型-偏股,长城基金,2.25,中高,1.20%（每年）,-10.66,-5.81,-10.03,,-15.65,-0.62,2,36.56亿(14只基金),green,76.59,79.48,63.09,57.58,52.8,52.75,52.75,26.27
017290,中欧科创主题混合(LOF)C,混合型,混合型-偏股,中欧基金,25.36,中高,1.20%（每年）,24.55,64.09,134.78,,-19.86,1.74,4,58.82亿(5只基金),orange,35.78,32.08,47.13,65.56,60.57,58.14,58.14,22.45
014135,中欧金安量化混合A,混合型,混合型-偏股,中欧基金,15.29,中高,1.20%（每年）,10.94,46.18,67.42,,-12.64,2.03,7,77.94亿(16只基金),green,80.18,78.05,77.58,68.31,61.71,60.83,60.83,27.33
014142,大成新能源混合发起式C,混合型,混合型-偏股,大成基金,0.54,中高,1.20%（每年）,-3.57,38.06,19.6,,-11.44,1.36,0,14.31亿(10只基金),orange,45.95,41.34,49.59,52.33,50.95,53.77,53.77,26.05
014145,长信先进装备三个月持有混合C,混合型,混合型-偏股,长信基金,2.33,中高,1.20%（每年）,49.4,99.47,91.8,,-12.73,2.78,1,54.78亿(12只基金),blue,50.35,47.87,60.78,60.94,55.62,53.04,53.04,26.41
014149,景顺长城安鼎一年持有期混合C,混合型,混合型-偏债,景顺长城基金,0.66,中,0.80%（每年）,1.49,15.38,31.23,,-2.68,2.11,0,136.93亿(13只基金),green,69.98,51.17,53.27,53.5,55.29,53.99,53.99,26.37
014157,国泰海通创新医药混合发起A,混合型,混合型-偏股,国泰海通资管,0.52,中高,1.20%（每年）,-13.95,-10.97,-17.7,,-32.3,-0.25,0,23.47亿(6只基金),orange,38.27,31.05,37.13,43.59,44.96,49.38,49.38,24.31
014162,万家人工智能混合C,混合型,混合型-偏股,万家基金,15.23,中高,1.20%（每年）,50.75,157.79,136.87,,-20.38,2.46,2,24.27亿(6只基金),orange,27.33,38.02,48.66,49.3,54.64,50.29,50.29,27.22
014176,工银价值成长混合C,混合型,混合型-偏股,工银瑞信基金,0.94,中高,1.20%（每年）,63.02,125.83,123.19,,-14.11,2.66,0,60.96亿(6只基金),orange,37.63,62.61,68.67,61.19,52.75,52.55,52.55,24.49
014178,华安景气驱动一年持有混合C,混合型,混合型-偏股,华安基金,0.63,中高,1.20%（每年）,-8.4,27.45,24.96,,-15.18,1.24,0,114.43亿(14只基金),orange,25.89,27.57,56.7,58.1,54.32,57.88,57.88,25.77
014181,富国大盘价值量化精选混合C,混合型,混合型-偏股,富国基金,0.12,中高,0.80%（每年）,-9.41,-3.51,2.45,,-11.06,-0.41,0,80.89亿(12只基金),orange,35.12,57.4,42.38,47.83,47.53,47.51,47.51,24.07
017319,嘉实安康稳健养老一年持有混合(FOF)Y,FOF,FOF-稳健型,嘉实基金,0.51,中,0.30%（每年）,-0.88,2.49,6.58,,-2.57,0.18,0,14.32亿(12只基金),orange,44.78,45.27,41.55,43.67,44.46,45.29,2.44,16.7
017326,博时颐泽稳健养老(FOF)Y,FOF,FOF-稳健型,博时基金,0.51,中,0.30%（每年）,4.14,10.39,11.36,,-2.89,1.76,0,0.51亿(3只基金),blue,54.73,50.47,49.77,46.69,44.82,44.64,2.11,16.69
017332,国富稳健养老一年混合(FOF)A,FOF,FOF-稳健型,国海富兰克林基金,0.12,中,0.60%（每年）,2.89,6.78,12.22,,-2.98,1.24,0,2.79亿(5只基金),blue,47.41,42.97,46.77,44.63,45.6,45.6,0.0,15.28
000907,农银红利日结货币A,货币型,货币型-普通货币,农银汇理基金,297.87,低,0.33%（每年）,0.93,0.78,,,,,,,,,,,,,,,
001175,山证资管日日添利货币A,货币型,货币型-普通货币,山证(上海)资管,1.07,低,0.30%（每年）,0.96,0.88,,,,,,,,,,,,,,,
017333,平安养老目标日期2030一年持有混合(FOF)Y,FOF,FOF-稳健型,平安基金,1.27,中,0.30%（每年）,3.19,7.05,5.19,,-1.83,1.35,1,3.24亿(8只基金),blue,63.76,54.86,44.51,43.4,42.2,43.2,2.43,16.13
016880,招商中证上海环交所碳中和ETF发起式联接C,指数型,指数型-股票,招商基金,0.2,中高,0.50%（每年）,-6.02,31.12,,,-11.74,1.29,0,532.96亿(23只基金),orange,46.6,50.97,52.42,52.0,54.99,0.0,0.0,12.89
016891,鹏华中证中药ETF联接A,指数型,指数型-股票,鹏华基金,4.14,中高,0.50%（每年）,-18.21,-17.61,-33.09,,-24.34,-1.52,1,301.80亿(36只基金),orange,30.6,33.19,32.29,36.24,41.85,44.81,3.08,16.16
016892,鹏华中证中药ETF联接C,指数型,指数型-股票,鹏华基金,4.14,中高,0.50%（每年）,-18.28,-17.78,-33.5,,-24.47,-1.53,4,301.80亿(36只基金),orange,30.52,33.08,32.15,36.12,41.7,44.66,3.07,16.11
016899,易方达中证上海环交所碳中和ETF联接A,指数型,指数型-股票,易方达基金,0.61,中高,0.50%（每年）,-4.46,34.08,26.19,,-11.12,1.38,0,212.77亿(25只基金),blue,49.76,54.31,54.08,52.34,50.31,50.31,0.0,16.75
016900,易方达中证上海环交所碳中和ETF联接C,指数型,指数型-股票,易方达基金,0.61,中高,0.50%（每年）,-4.59,33.66,25.02,,-11.14,1.37,0,212.77亿(25只基金),blue,49.38,53.75,53.71,52.04,50.03,50.03,0.0,16.67
016915,中金华证清洁能源指数发起A,指数型,指数型-股票,中金基金,0.34,中高,0.50%（每年）,-7.48,34.93,-25.09,,-21.8,1.11,0,22.83亿(12只基金),green,81.98,59.67,56.56,49.0,44.64,42.55,42.55,17.84
016916,中金华证清洁能源指数发起C,指数型,指数型-股票,中金基金,0.34,中高,0.50%（每年）,-7.6,34.57,-25.68,,-21.85,1.1,0,22.83亿(12只基金),green,81.82,59.52,56.44,48.92,44.55,42.47,42.47,17.81
016917,南方中证上海环交所碳中和ETF联接A,指数型,指数型-股票,南方基金,0.02,中高,0.50%（每年）,-6.22,29.39,,,-11.88,1.22,0,473.06亿(29只基金),orange,44.68,50.77,52.51,51.68,51.71,51.71,0.0,15.43
016918,南方中证上海环交所碳中和ETF联接C,指数型,指数型-股票,南方基金,0.02,中高,0.50%（每年）,-6.35,29.01,,,-11.95,1.2,0,473.06亿(29只基金),orange,44.44,50.33,52.18,51.39,51.43,51.43,0.0,15.36
016919,摩根智慧互联股票C,股票型,股票型,摩根基金(中国),6.09,中高,1.20%（每年）,52.14,164.9,159.36,,-13.78,3.09,0,68.65亿(15只基金),orange,38.08,61.52,69.39,67.14,60.91,61.01,61.01,23.43
016935,景顺长城中证500指数增强C,指数型,指数型-股票,景顺长城基金,9.26,中高,1.20%（每年）,18.06,34.88,37.52,,-15.15,1.26,3,83.93亿(25只基金),blue,62.77,45.78,56.34,55.08,50.89,49.75,49.75,20.01
016937,博时中证1000指数增强C,指数型,指数型-股票,博时基金,6.81,中高,0.80%（每年）,13.97,43.87,76.14,,-11.21,1.82,2,62.66亿(15只基金),green,76.36,62.41,68.0,66.9,63.15,63.15,0.0,20.25
016938,南方中证长江保护主题ETF联接A,指数型,指数型-股票,南方基金,0.07,中高,0.15%（每年）,7.4,33.12,30.06,,-9.05,1.72,0,132.24亿(34只基金),green,71.91,52.49,58.99,55.42,50.16,50.16,0.0,16.8
009488,中邮价值精选混合A,混合型,混合型-偏股,中邮基金,0.37,中高,1.20%（每年）,55.39,140.49,89.78,73.21,-15.41,2.69,0,0.37亿(2只基金),orange,36.18,54.92,60.19,56.43,52.1,53.5,54.13,54.13
016939,南方中证长江保护主题ETF联接C,指数型,指数型-股票,南方基金,0.07,中高,0.15%（每年）,7.25,32.71,28.72,,-9.07,1.7,0,132.24亿(34只基金),green,71.54,52.2,58.65,55.15,49.84,49.84,0.0,16.71
016942,工银中证1000指数增强A,指数型,指数型-股票,工银瑞信基金,11.41,中高,1.00%（每年）,5.84,40.82,55.81,,-13.84,1.74,6,51.07亿(17只基金),green,75.38,77.69,77.87,70.08,63.63,63.63,0.0,20.55
016943,工银中证1000指数增强C,指数型,指数型-股票,工银瑞信基金,11.41,中高,1.00%（每年）,5.64,40.23,53.91,,-13.87,1.72,2,51.07亿(17只基金),green,73.78,76.78,77.32,69.72,63.24,63.24,0.0,20.44
016952,鹏华中证港股通消费ETF联接A,指数型,指数型-股票,鹏华基金,0.56,中高,0.50%（每年）,-19.04,-20.32,,,-28.35,-1.27,0,301.80亿(36只基金),orange,31.34,27.21,36.08,57.8,54.95,54.95,0.0,16.15
016953,鹏华中证港股通消费ETF联接C,指数型,指数型-股票,鹏华基金,0.56,中高,0.50%（每年）,-19.12,-20.49,,,-28.46,-1.28,0,301.80亿(36只基金),orange,31.2,27.15,35.98,57.7,54.81,54.81,0.0,16.11
016962,国联安中证1000指数增强A,指数型,指数型-股票,国联安基金,1.72,中高,1.00%（每年）,17.42,57.2,68.63,,-13.43,2.2,1,331.99亿(23只基金),green,67.43,72.86,74.98,67.03,60.45,60.27,2.51,21.45
016963,国联安中证1000指数增强C,指数型,指数型-股票,国联安基金,1.72,中高,1.00%（每年）,17.31,56.88,67.58,,-13.45,2.19,0,331.99亿(23只基金),blue,66.66,72.36,74.7,66.82,60.24,60.04,2.5,21.38
016968,兴业中证500ETF发起式联接A,指数型,指数型-股票,兴业基金,0.91,中高,0.50%（每年）,12.95,46.82,43.43,,-11.46,1.99,0,15.82亿(15只基金),green,70.01,60.12,61.55,57.01,50.38,50.38,0.0,16.95
016969,兴业中证500ETF发起式联接C,指数型,指数型-股票,兴业基金,0.91,中高,0.50%（每年）,12.88,46.57,42.6,,-11.47,1.98,1,15.82亿(15只基金),green,69.32,59.62,61.07,56.69,50.1,50.1,0.0,16.87
017039,富国中证1000优选股票C,股票型,股票型,富国基金,0.53,中高,1.20%（每年）,4.39,34.37,37.62,,-13.73,1.51,0,146.28亿(21只基金),blue,61.34,69.97,71.23,63.41,58.94,59.88,2.84,21.2
026464,人保睿逸智选混合A,混合型,混合型-偏股,人保资产,,中高,1.20%（每年）,10.4,,,,,,1,17.80亿(12只基金),orange,,,,,,,,
002247,新疆前海联合海盈货币A,货币型,货币型-普通货币,前海联合,0.2,低,0.15%（每年）,0.96,0.99,,,,,,,,,,,,,,,
008981,中邮科技创新精选混合C,混合型,混合型-偏股,中邮基金,6.6,中高,1.00%（每年）,74.46,130.02,153.63,126.98,-21.34,2.56,2,6.60亿(2只基金),orange,47.2,37.62,49.64,61.79,58.3,60.94,60.8,60.8
002260,中信建投添鑫宝A,货币型,货币型-普通货币,中信建投基金,109.29,低,0.33%（每年）,0.86,0.77,,,,,,,,,,,,,,,
003043,交银活期通货币E,货币型,货币型-普通货币,交银施罗德基金,42.14,低,0.30%（每年）,1.25,1.21,,,,,,,,,,,,,,,
017040,长安沪深300非周期C,指数型,指数型-股票,长安基金,0.17,中高,1.00%（每年）,8.55,33.88,23.4,,-8.06,1.72,0,4.00亿(6只基金),orange,28.78,29.09,39.29,43.88,43.67,47.18,47.18,18.73
017056,嘉实国证绿色电力ETF发起联接A,指数型,指数型-股票,嘉实基金,13.32,中高,0.50%（每年）,1.41,4.37,7.53,,-15.02,0.18,1,198.83亿(30只基金),green,82.86,55.98,47.52,46.94,51.35,48.61,48.61,19.34
017057,嘉实国证绿色电力ETF发起联接C,指数型,指数型-股票,嘉实基金,13.32,中高,0.50%（每年）,1.29,4.1,6.72,,-15.03,0.16,10,198.83亿(30只基金),green,82.84,55.87,47.08,46.62,51.06,48.33,48.33,19.25
017067,申万菱信中证1000指数增强A,指数型,指数型-股票,申万菱信基金,0.65,中高,1.00%（每年）,6.74,34.59,45.11,,-11.35,1.69,0,30.37亿(10只基金),blue,55.43,63.67,66.09,63.16,57.73,57.73,0.0,18.9
017068,申万菱信中证1000指数增强C,指数型,指数型-股票,申万菱信基金,0.65,中高,1.00%（每年）,6.54,34.04,43.31,,-11.38,1.67,0,30.37亿(10只基金),blue,54.99,63.0,65.56,62.77,57.33,57.33,0.0,18.79
017073,嘉实清洁能源股票发起式A,股票型,股票型,嘉实基金,6.51,中高,1.20%（每年）,5.85,91.41,42.96,,-20.21,2.04,1,14.47亿(4只基金),blue,59.25,72.81,68.87,67.11,57.47,55.0,1.68,20.1
017141,华宝中证有色金属ETF发起式联接C,指数型,指数型-股票,华宝基金,9.69,中高,0.50%（每年）,-6.58,57.58,65.56,,-28.06,1.39,4,221.95亿(24只基金),green,70.25,78.77,78.01,66.62,63.16,63.85,2.86,22.4
017162,汇添富中证1000ETF联接C,指数型,指数型-股票,汇添富基金,0.19,中高,0.15%（每年）,10.77,37.59,,,-12.89,1.59,0,166.16亿(22只基金),blue,51.2,50.51,57.3,57.86,52.8,52.8,0.0,15.85
017174,天弘国证绿色电力指数发起A,指数型,指数型-股票,天弘基金,12.93,中高,0.50%（每年）,2.59,6.01,,,-15,0.27,2,357.42亿(28只基金),green,83.46,56.68,47.95,47.25,49.01,49.01,0.0,14.62
017175,天弘国证绿色电力指数发起C,指数型,指数型-股票,天弘基金,12.93,中高,0.50%（每年）,2.49,5.8,,,-15,0.26,9,357.42亿(28只基金),green,83.43,56.58,47.64,47.03,48.79,48.79,0.0,14.57
017177,摩根新兴服务股票C,股票型,股票型,摩根基金(中国),0.31,中高,1.20%（每年）,66.17,137.67,104.51,,-13.95,2.85,0,5.43亿(8只基金),orange,46.75,57.34,64.41,55.54,54.38,56.05,2.97,19.89
017185,国泰疫苗与生物科技ETF联接A,指数型,指数型-股票,国泰基金,0.66,中高,0.50%（每年）,-18.23,-12.23,-38.6,,-26.06,-0.61,1,143.57亿(23只基金),orange,38.03,30.12,33.52,39.55,42.92,41.83,1.77,15.67
017186,国泰疫苗与生物科技ETF联接C,指数型,指数型-股票,国泰基金,0.66,中高,0.50%（每年）,-18.29,-12.4,-38.97,,-26.19,-0.62,0,143.57亿(23只基金),orange,37.91,30.06,33.47,39.51,42.83,41.73,1.77,15.64
017188,嘉实上证科创板50指数增强发起式A,指数型,指数型-股票,嘉实基金,2.54,中高,0.80%（每年）,44.87,111.23,108.94,,-17.21,2.44,1,71.30亿(12只基金),orange,31.97,31.57,47.86,55.33,50.28,52.33,2.99,18.85
017189,嘉实上证科创板50指数增强发起式C,指数型,指数型-股票,嘉实基金,2.54,中高,0.80%（每年）,44.69,110.67,107.33,,-17.25,2.43,1,71.30亿(12只基金),orange,31.93,31.54,47.63,55.16,50.11,52.17,2.99,18.8
017190,鑫元中证1000指数增强发起式A,指数型,指数型-股票,鑫元基金,2.12,中高,1.00%（每年）,0.92,25.85,31.84,,-16.17,1.23,1,44.16亿(32只基金),green,71.92,63.77,63.38,62.73,57.08,58.76,3.04,20.81
017191,鑫元中证1000指数增强发起式C,指数型,指数型-股票,鑫元基金,2.12,中高,1.00%（每年）,0.72,25.33,30.2,,-16.27,1.2,1,44.16亿(32只基金),green,70.24,62.41,62.45,62.16,56.57,58.29,3.04,20.67
017192,天弘中证工业有色金属主题ETF发起联接A,指数型,指数型-股票,天弘基金,78.47,中高,0.50%（每年）,-2.37,78.31,,,-27.46,1.66,6,253.45亿(25只基金),blue,61.21,75.61,76.97,65.75,64.62,64.62,0.0,18.83
017222,富国中证电池主题ETF发起式联接A,指数型,指数型-股票,富国基金,5.7,中高,0.15%（每年）,-0.07,68.92,22.27,,-14.28,1.77,1,249.31亿(28只基金),orange,42.16,46.52,56.23,55.08,50.89,49.29,1.8,18.2
017223,富国中证电池主题ETF发起式联接C,指数型,指数型-股票,富国基金,5.7,中高,0.15%（每年）,-0.16,68.58,21.51,,-14.29,1.76,4,249.31亿(28只基金),orange,41.97,46.36,56.03,54.94,50.77,49.16,1.8,18.17
017318,中欧预见稳瑞混合(FOF)Y,FOF,FOF-稳健型,中欧基金,6.94,中,0.25%（每年）,0.62,4.29,11.12,,-1.21,1.08,2,177.92亿(15只基金),blue,47.91,55.53,46.45,47.43,49.91,50.74,2.58,18.2
017289,宏利首选企业股票C,股票型,股票型,宏利基金,3.81,中高,1.20%（每年）,43.64,83.51,66.75,,-18.21,1.85,0,32.95亿(8只基金),orange,30.02,52.84,63.69,57.83,54.11,54.62,2.57,19.69
026531,富国鑫年混合(FOF)C,FOF,FOF-稳健型,富国基金,9.06,中,0.40%（每年）,1.15,,,,,,4,249.68亿(21只基金),orange,,,,,,,,
003483,交银天鑫宝货币E,货币型,货币型-普通货币,交银施罗德基金,229.22,低,0.15%（每年）,1.38,1.36,,,,,,,,,,,,,,,
003875,浙商日添金货币B,货币型,货币型-普通货币,浙商基金,77.79,低,0.15%（每年）,1.37,1.45,,,,,,,,,,,,,,,
003969,交银天益宝货币E,货币型,货币型-普通货币,交银施罗德基金,145.15,低,0.15%（每年）,1.38,1.3,,,,,,,,,,,,,,,
004121,兴银现金添利A,货币型,货币型-普通货币,兴银基金管理,11.56,低,0.15%（每年）,1.41,1.34,,,,,,,,,,,,,,,
004137,博时合惠货币B,货币型,货币型-普通货币,博时基金,,低,0.15%（每年）,1.39,1.42,,,,,,,,,,,,,,,
004167,安信活期宝货币B,货币型,货币型-普通货币,安信基金,47.69,低,0.15%（每年）,1.36,1.26,,,,,,,,,,,,,,,
004170,万家现金增利货币B,货币型,货币型-普通货币,万家基金,489.46,低,0.15%（每年）,1.37,1.41,,,,,,,,,,,,,,,
004185,江信增利货币A,货币型,货币型-普通货币,江信基金,0.11,低,0.30%（每年）,0.76,0.15,,,,,,,,,,,,,,,
004216,兴业安润货币A,货币型,货币型-普通货币,兴业基金,34.22,低,0.15%（每年）,1.35,1.4,,,,,,,,,,,,,,,
004217,兴业安润货币B,货币型,货币型-普通货币,兴业基金,684.91,低,0.15%（每年）,1.37,1.42,,,,,,,,,,,,,,,
004262,招商招禧宝货币B,货币型,货币型-普通货币,招商基金,233.68,低,0.15%（每年）,1.38,1.26,,,,,,,,,,,,,,,
